x_gt,y_gt,z_gt,x_meas,y_meas,z_meas
0.4750396913574878,-0.056822928146254406,0.11800837571053474,0.5265896674822853,-0.010258922190444476,0.07604749954940282
0.4560946894185241,-0.10227811758881969,0.10405877683446596,0.4406340706259634,-0.08571494601864149,0.15283603319058392
0.432135935301022,-0.14520648191465216,0.08937684274863408,0.4081772234087575,-0.15448943074784302,0.03406009404833267
0.403426802507104,-0.18454745732226666,0.07406590060722583,0.34361647130307044,-0.14392116620255674,0.14187790203576697
0.3702828844440799,-0.21932910800447158,0.05823370433899101,0.36668237836506323,-0.16915246310987037,0.07631550559137272
0.3330685251730603,-0.2486921382427189,0.041991676306634876,0.30081253744280406,-0.2306223579672982,0.11889350462993334
0.2921928142519744,-0.2719111216793625,0.02545412314884654,0.2904015122964768,-0.19367893888866217,-0.10553313205564069
0.2481050897008307,-0.2884124232894735,0.008737431323637473,0.2892002149195919,-0.2840600698775649,-0.006212936199655921
0.20128999852417384,-0.29778837128215313,-0.00804075198547945,0.20587803735094895,-0.3971668170121978,-0.019024346377355048
0.15226216908935983,-0.29980732880839006,-0.024762346835928286,0.17011779766494714,-0.22591262657131425,-0.050675857749610656
0.10156055392607363,-0.2944194166495675,-0.04130967153814006,0.061135873781414246,-0.3195072688287943,0.0044604343469636515
0.04974250513548581,-0.2817577455051257,-0.05756627086483386,0.06618006061847004,-0.3082457556934777,-0.03190289920916606
-0.00262235246317422,-0.262135127435179,-0.07341773562881665,0.0022315250042277994,-0.21370287790853457,-0.10852039032268426
-0.054958383097433505,-0.23603634770332152,-0.08875250786135054,-0.07134149042732192,-0.2556417553599294,-0.16192825526795646
-0.10669026788352493,-0.20410618794708424,-0.10346266592448056,-0.09188425403029613,-0.19105342433808978,-0.10320699309235751
-0.15724932918484424,-0.16713349656879808,-0.1174446840319296,-0.16897868585360162,-0.2379020336713188,-0.13847695017019757
-0.2060797819645878,-0.12603169989474206,-0.13060016083327697,-0.22321550779092625,-0.166145563355823,-0.13866444641657744
-0.252644843412775,-0.0818162355828163,-0.14283651193385732,-0.23244230057204807,0.01249305947771022,-0.1341076212922654
-0.2964326336858202,-0.035579465796162314,-0.15406762147662714,-0.283555114149682,-0.03930176158447067,-0.2500061822415792
-0.33696180289307986,0.011536310076379253,-0.16421444820035835,-0.3382874966655407,0.014547820573430575,-0.04105234257609404
-0.3737868224741002,0.05836707642056206,-0.1732055817088957,-0.3834048707131563,0.07344444353724269,-0.17494117019415786
-0.4065028827995811,0.10375585890576662,-0.18097774503662145,-0.46493678468055766,0.16089699963151766,-0.14338109340228275
-0.434750343157768,0.14658130803607675,-0.18747623997321575,-0.39519874580561565,0.1011119352963398,-0.11733652442641078
-0.45821868520851183,0.1857854025744092,-0.19265533201364873,-0.5283112383481259,0.21512825726442272,-0.0831325507231498
-0.47664992644551873,0.22039958841463114,-0.19647857222423898,-0.5261767427020532,0.19208470193449254,-0.19149600396985691
-0.4898414561433203,0.249568707129522,-0.19891905375957872,-0.5150152388491303,0.17203553557621537,-0.19549090501927735
-0.497648262614004,0.27257212302946077,-0.19995960122503548,-0.5507634483003092,0.29625174456121983,-0.24593081293672564
-0.4999845272899393,0.2888415267787176,-0.19959289155215157,-0.4224878070390623,0.24967886216190574,-0.21569596736243535
-0.4968245681090886,0.297974975723311,-0.19782150553625621,-0.4561487072406051,0.23643175990161325,-0.18644850880604974
-0.4882031218324681,0.2997468240580613,-0.19465790967358332,-0.42284598411834673,0.2193726623299999,-0.1854262167469681
-0.4742149621903019,0.2941132975037693,-0.19012436842572072,-0.4612208224778807,0.3332044410926348,-0.2519719039696248
-0.4550138580545077,0.2812135747697108,-0.18425278752884666,-0.5210366887087216,0.3073106530505557,-0.16940355386718736
-0.4308108830901045,0.2613663490834475,-0.17708448945049893,-0.41828624057281066,0.2786887595582963,-0.21108572552942348
-0.4018720954671834,0.2350619547368474,-0.16866992257414448,-0.3902594106091332,0.24971557840178146,-0.20438749347546287
-0.36851561313987713,0.20295025316539958,-0.15906830615822468,-0.2752268875826393,0.22664189921098896,-0.2186334810183571
-0.3311081168431667,0.16582457784047305,-0.1483472135683502,-0.2982804364114752,0.11709049432910698,-0.10899298338122759
-0.2900608192493378,0.12460213462289324,-0.1365820967157345,-0.23213104029896758,0.08356801870530772,-0.08841329025351842
-0.24582494459429838,0.0803013417955813,-0.12385575504873006,-0.22518589824747345,0.12140434979530579,-0.02901610591603268
-0.19888676846526,0.03401666959954561,-0.1102577528345498,-0.2111561742654035,-0.0036701386183288776,-0.15473347431582596
-0.14976227227635275,-0.013108399126638219,-0.09588378883217213,-0.19055278652462465,-0.016963484597343426,-0.07882619009133995
-0.09899147119438585,-0.05990961918475693,-0.0808350227924901,-0.0851569312278849,-0.018550456732955738,-0.08018492819859474
-0.04713247786665888,-0.10523074619796387,-0.06521736352559741,0.02554422599120696,-0.11846358785986168,0.07079109480388353
0.005244632792987373,-0.14795210212802903,-0.04914072354558609,0.03652800018123768,-0.19080997994884316,-0.1026853484486417
0.05756409031677887,-0.18701823740538867,-0.03271824553844801,0.08168771107893813,-0.1981913766716812,0.0029817791661565854
0.10925075800563656,-0.22146400626710105,-0.016065506096970772,0.13291263923431382,-0.2251054518999447,-0.05840519200039102
0.15973645528491576,-0.25043841110021803,0.0007002976734886424,0.08399409405062253,-0.27276415870356907,0.043520237389662264
0.20846620359294513,-0.27322562670575523,0.017461172953923184,0.21917089079945531,-0.3355125656413546,0.026120219246482286
0.2549043271426413,-0.2892626850697342,0.03409916161059638,0.2741701961290831,-0.33345555687979084,0.041785416907872776
0.2985403414918127,-0.2981533837313751,0.05049717034985664,0.3014507774141127,-0.3553018986229063,0.06838653836727081
0.33889456519035266,-0.2996780741361958,0.06653979478646016,0.3669337915087644,-0.24552551197743194,0.1192298973882053
0.37552339281667735,-0.2937990881485192,0.08211413162585257,0.3066399244188228,-0.34069034014427535,0.10786589498628556
0.40802417143803094,-0.28066166865905157,0.09711057324450446,0.4337134689836414,-0.25490928434374915,0.28974714777724053
0.43603962688876874,-0.26059038129646866,0.11142357907628031,0.4645841524234271,-0.2038120992874387,0.15912366725094043
0.45926179120947835,-0.23408109589322945,0.1249524183760469,0.4918313537747683,-0.24984455812524672,0.16290087940071027
0.4774353880734355,-0.20178873580696566,0.13760187913317098,0.4387941273465569,-0.2136296661439661,0.11333370174171581
0.4903606389851161,-0.16451109775576447,0.14928293814577848,0.4944543459544322,-0.04877816942208904,0.05591967851619106
0.4978954594028227,-0.12316914190530881,0.1599133875399873,0.5322084689215484,-0.2038049354647914,0.13631679425051563
0.4999570206439143,-0.07878423914978847,0.16941841332486113,0.5544045504922825,-0.07557023819501532,0.11553117442839582
0.4965226604029452,-0.03245293770235305,0.17773112191137544,0.4607574749399468,0.0015269497443807442,0.1412127903255186
0.4876301318735823,0.014680127602603493,0.1847930108899148,0.498453061352681,0.01695871959779418,0.15221299350962395
0.4733771887357548,0.06145051400793241,0.19055438075310735,0.5805743932020211,0.09314646512383297,0.08929725142022699
0.4539205105701853,0.10670273889551014,0.19497468466640783,0.46324322630865666,0.07361341565709074,0.23759635140621904
0.429473980512992,0.1493188264839129,0.19802281382485004,0.389847943591357,0.14358200441056795,0.2232721777738729
0.40030633408374044,0.18824592790347078,0.19967731638770952,0.4435940937922465,0.12823110755068196,0.1829522545956621
0.36673820503287835,0.22252233228281318,0.1999265484502789,0.34299093947483056,0.18985587065412757,0.28819926046433375
0.3291386006829256,0.2513012262317566,0.19876875599026067,0.3493876862309734,0.18825702851500434,0.24466185334299947
0.28792084550925084,0.27387161473224264,0.19621208721206262,0.3940286553598825,0.3254948777598,0.12024358891436195
0.2435380375517802,0.28967588657767196,0.19227453520212043,0.21932633390846762,0.3530214440370031,0.15689106192118138
0.19647806760435316,0.298323590398855,0.1869838112988225,0.21866903901166457,0.33705529307032184,0.14063728771991835
0.14725825593471215,0.2996010809339059,0.18037715006822283,0.14428198813162213,0.13753771393045228,0.12915776800150833
0.09641966549252781,0.2934767972268114,0.1725010472580644,0.08379125792286979,0.23108763812856895,0.25412161245464615
0.044521154119158274,0.2801020423544947,0.1634109325743178,-0.02698591477887337,0.25809981801964554,0.16994796143862237
-0.007866768858062572,0.25980724541888084,0.1531707795831367,0.0641968955952432,0.18801413785990886,0.2113289671908847
-0.060168214113846104,0.23309379815306872,0.14185265548362663,-0.05965656106286675,0.18401836560067117,0.16495782919679017
-0.11180824295415533,0.2006216678217778,0.12953621391999412,-0.10185525817548183,0.17061082396383806,0.13302631816949506
-0.1622191874953155,0.1631930924447255,0.11630813440251622,-0.1814848673384035,0.16886895970728788,0.14941466812856855
-0.210846890916648,0.12173276115949012,0.10226151228252121,-0.13154605010938036,0.059841986218147666,0.20891318101533457
-0.25715679918886625,0.07726496937655941,0.08749520357455819,-0.35476118916499133,0.06967571462478026,0.116911063898787
-0.30063983731312705,0.030888313118344193,0.07211312923670525,-0.2865902439263754,-0.0002466628726855054,0.06170701671884148
-0.3408180054745177,-0.01625145227055297,0.056223543805287504,-0.3654680522074593,-0.045719690117763556,0.09870364865633875
-0.37724963359262953,-0.06298971850451107,0.0399382735311415,-0.35939885929437715,-0.09763519826754379,0.08491826730280404
-0.40953423650707305,-0.10817179650812851,0.023371929379195307,-0.3941692604632426,-0.06752869056618051,0.05485337147537592
-0.437316916425897,-0.1506814435090785,0.006641100430049242,-0.4787666669720006,-0.178690495518927,0.04400578068621234
-0.46029226424173664,-0.18946844029842733,-0.010136466639844055,-0.4297737509700634,-0.19051351999663474,-0.004270097474404955
-0.4782077168293538,-0.2235745373502674,-0.02684269622481999,-0.41432447203993256,-0.2531531067920589,0.0005121728336818961
-0.4908663334184992,-0.2521571287905792,-0.043360014771550215,-0.5009759660401939,-0.26304118895194023,0.011578827827809307
-0.49812896052202743,-0.27451006933965344,-0.059572178227291744,-0.45685814307262596,-0.2338345875396215,0.005701762130424712
-0.49991576162066514,-0.29008111993654806,-0.07536509013150355,-0.49886556953902716,-0.2559834713717999,-0.09087842796117636
-0.4962070947889333,-0.29848559104385564,-0.09062760459333458,-0.4799987771645112,-0.30499274376223984,-0.08577780634369866
-0.48704372861466777,-0.2995158465690528,-0.10525230850386749,-0.4572858773428221,-0.3404268807307264,-0.0006329447195944776
-0.472526394038581,-0.2931464336039407,-0.11913627747813592,-0.5228272631135661,-0.3538558642433273,-0.06123073380313253
-0.45281467704039613,-0.27953471124974766,-0.13218180020681616,-0.41323154234224935,-0.2483287203971399,-0.10076452474360217
-0.42812526434402215,-0.25901696299249544,-0.14429706611981907,-0.42873760298636787,-0.303879681566787,-0.14050683821013277
-0.3987295614263593,-0.2321000886740812,-0.1553968115222052,-0.4325876470019649,-0.18334410200319362,-0.16274968059731212
-0.36495070901445914,-0.1994490813125139,-0.16540291965511156,-0.40622556885408473,-0.21551837339516358,-0.14475634694133033
-0.3271600308680531,-0.1618705981618849,-0.1742449704586323,-0.35534625850825186,-0.20298161794020647,-0.16206060988403667
-0.28577295189622554,-0.12029303189613319,-0.18186073616758575,-0.2735246233407894,-0.1456401906646897,-0.20541265144850188
-0.24124443147950037,-0.075743574266629,-0.18819661925231002,-0.22964193461161855,-0.1481477913414952,-0.25856980797113777
-0.1940639621978746,-0.029322838885832467,-0.1932080296223866,-0.22998617326049642,-0.039995196471424826,-0.17766265134248635
-0.14475018894271244,0.017822329907872667,-0.19685969843864387,-0.07098237809523483,0.06070531106797364,-0.20485662493681522
-0.09384520756346394,0.0645271903354123,-0.19912592632492235,-0.09479601795859838,0.014400722103521849,-0.20005158312454185
-0.041908605722976194,0.10963787862627553,-0.1999907642327618,-0.05634153766898309,0.12577380664318,-0.24135231141037794
0.010488688530991237,0.15203991572185863,-0.19944812568613468,0.03645601424304985,0.2286768613719875,-0.20488613310897758
0.0627706828566922,0.19068574096246324,-0.19750182961628315,0.08285626896163928,0.22519294054801886,-0.21756285321057497
0.11436265238003837,0.22462059252633487,-0.1941655734851987,0.1255672764705592,0.22525021256542463,-0.1892817685577571
0.16469745752323167,0.25300609523327217,-0.18946283688689458,0.12604696833045834,0.2542316039462193,-0.1645629223246221
0.2132217784498479,0.2751409729659406,-0.18342671630489615,0.28577895883960003,0.3231045142702009,-0.07576759342931833
0.2594021975924347,0.29047837399956034,-0.17609969218887844,0.22103481944803224,0.33409440583559424,-0.16693259190196086
0.3027310633986843,0.2986393812102062,-0.1675333299896973,0.4122212100595679,0.25822446694244866,-0.2095194220987361
0.3427320708372744,0.2994223733861881,-0.15778791725684035,0.3127624385650733,0.19322758717069777,-0.1840756683408784
0.37896549731804613,0.29280800636725823,-0.1469320393523025,0.34100886424036125,0.3003276956910686,-0.12984424056344454
0.4110330364691678,0.2789596909504545,-0.13504209676688558,0.5048415784299621,0.32648088285975696,-0.16388727955000573
0.4385821766345966,0.258219555755706,-0.12220176743590892,0.3936614430671787,0.28281551433103125,-0.18821342778694103
0.4613100759599417,0.2310999947903527,-0.10850141783839605,0.5528830142526594,0.29007200082641704,-0.1319602004436313
0.4789668914687344,0.19827100853365084,-0.09403746702424845,0.39331016501419047,0.2659646272419215,-0.09976445928687934
0.4913585255332728,0.16054365128524978,-0.07891170804519881,0.5532493411319459,0.08082226834553141,-0.10888045919288745
0.4983487595486752,0.11884999371804154,-0.06323059156510931,0.4986109445345843,0.12119902340627865,-0.0857338651390715
0.49986075135510866,0.07422009566919294,-0.04710447669136248,0.5310032479724835,0.020839074200063215,-0.05422345094242716
0.49587787994735366,0.027756558066503765,-0.030646854299768985,0.5018926615329486,0.05347849976944122,0.0049338896046754975
0.48644392818598886,-0.01939271730424195,-0.013973548319006397,0.4302118235940954,-0.09609842584102307,0.04991029277591906
0.47166260150169154,-0.06606288720921301,0.0027980994042851744,0.48827830210067114,-0.1034872140370407,0.08035569818041133
0.45169638788343475,-0.11110094492225847,0.019550054923070073,0.45748011959807766,-0.052136085719067145,0.02292597899357552
0.4267647716824913,-0.15339420575459475,0.0361644228782823,0.5298021679265906,-0.06562716363243452,0.02371621545432863
0.39714182086751304,-0.1918977964111452,0.05252427621185275,0.4457203684152308,-0.15962899893188784,0.12095585408847019
0.36315317425348537,-0.22566046903705006,0.06851447906511382,0.3149070012244801,-0.1913578960371281,0.12143570340759322
0.3251724618233047,-0.2538481022072148,0.08402249707126856,0.237235487502149,-0.3130110278405036,-0.017939111816736478
0.28361719749262765,-0.27576430825676335,0.09893918933932275,0.27014685577039976,-0.23988719546696524,0.17405704194412416
0.23894418946795307,-0.29086763783939357,0.11315957655572509,0.24264892848894182,-0.20943686056082897,0.04415450364498051
0.19164451865090884,-0.2987849566675821,0.12658357979804377,0.1064753966831511,-0.301562341612413,0.14578685224500915
0.14223814029005108,-0.29932066395649004,0.1391167248611294,0.14060340288534642,-0.4026927689584839,0.13466072288548997
0.09126816822311509,-0.29246152482592275,0.1506708071389121,0.026044693197872434,-0.25897789738442084,0.1690007194437545
0.03929490454179252,-0.27837699727376747,0.1611645123826002,-0.007699084774575246,-0.30407034314060216,0.10820383628815264
-0.013110319690316227,-0.25741504564288764,0.17052398896655843,-0.01624427455397482,-0.20965792961782573,0.12123768664978124
-0.06537142495889908,-0.230093544011584,0.17868336763443082,-0.04016909918300686,-0.256606424930206,0.13903972602131362
-0.1169139160188427,-0.19708748189057754,0.18558522506768513,-0.12226543401657058,-0.24884959801154624,0.15790275980032603
-0.1671711971985988,-0.15921228831530707,0.19118098801411745,-0.22706509182804122,-0.06097603166948759,0.1929441656127039
-0.21559080086623142,-0.11740368631903945,0.19543127513218442,-0.2505770762658607,-0.10670469078232836,0.18981487264764293
-0.2616404605889039,-0.07269457549075972,0.19830617414535479,-0.27268894056556503,-0.041986240488588455,0.23618155964772003
-0.3048139622248776,-0.02618951374423244,0.19978545235595604,-0.33133901960540396,-0.054980425776466446,0.18603286749837383
-0.34463670862819934,0.02096257126283219,0.19985869903697787,-0.4597327668649786,-0.054796981847095416,0.26820241240920406
-0.38067093679445957,0.06759676688332082,0.19852539869972102,-0.29842255111939536,0.05514496490550191,0.22735324685250935
-0.4125205300966463,0.1125609551513348,0.195794934721656,-0.3969580223694695,0.2665049955740967,0.2517736802933848
-0.4398353727112056,0.15474427635467172,0.19168652330895944,-0.4462312522852439,0.10696725432465043,0.1113642072960808
-0.46231519836702645,0.1931045733043207,0.18622907825847992,-0.4521420165736653,0.15528703604010555,0.11511639277859621
-0.47971289110887,0.22669413827840745,0.1794610074709001,-0.5120415353209964,0.17261673809768768,0.2638180892245283
-0.4918372017906496,0.25468312655122183,0.1714299426471749,-0.4477552139431771,0.254284494485391,0.24542714959167622
-0.49855485043672787,0.27638005806596405,0.16219240407056365,-0.49468643505434695,0.23331584799955085,0.23834860793404652
-0.4997919913604188,0.29124890074852144,0.15181340283342193,-0.4728464891761859,0.2393865930321986,0.14229646892924153
-0.49553502493395796,0.298922313411622,0.14036598330816444,-0.5393159376031958,0.2297823268634052,0.1866748606847465
-0.4858307470863266,0.29921072107769175,0.12793070908235535,-0.3903599150628201,0.22928234238673467,0.1560791709168839
-0.47078583488552955,0.29210699851064265,0.11459509597576145,-0.5033179633416209,0.26775072932240784,0.08497539976381799
-0.4505656738602139,0.2777866462479101,0.10045299612963243,-0.4937652123442047,0.2802127276451515,0.058905490309080544
-0.4253925399516328,0.25660345478379526,0.08560393750280432,-0.41186969866264084,0.2540915493113384,0.07365653515948382
-0.39554315608137025,0.2290807640223356,0.07015242342306038,-0.44092133918345017,0.20024219749391897,0.10792198471434819
-0.3613456501949594,0.1958985339387004,0.054207197123301756,-0.33629979081374034,0.14702077169877287,0.05917381239476305
-0.32317594822097717,0.15787654587401442,0.03788047643850839,-0.2856065920523877,0.07440628181794583,0.06504848605750514
-0.28145364159704844,0.11595414948287461,0.021287164049464496,-0.31458482954434075,0.14448408291253256,-0.01687579377766135
-0.23663737479017202,0.07116705569399225,0.004544038831328568,-0.326881479823398,-0.010210066200165888,0.006948286164397668
-0.1892198035153781,0.024621749023890912,-0.012231066001905148,-0.17623367842930399,-0.02059408223132952,0.019698556936963547
-0.13972217907594997,-0.022531848601480674,-0.028920092173072887,-0.22279818218939795,-0.0258358385338465,-0.08947090216119571
-0.08868861835840976,-0.069128787165122,-0.045405587201436316,-0.12128042374851772,-0.0667588535993013,-0.08842625546563393
-0.03668012247099559,-0.11401786915283246,-0.06157153099885988,-0.05590789968248686,-0.06370322869211043,-0.09041612447501732
0.015731590222520127,-0.15609009038553515,-0.07730415238522671,0.05751619582577722,-0.21257543311841606,-0.05081394348946257
0.0679703688815471,-0.19430603844703262,-0.09249272977670152,0.14004879991444213,-0.3178882634533971,-0.13233749255022537
0.1194619636926534,-0.227721571817143,-0.10703037041182424,0.1483155700516804,-0.23787384111929263,-0.0884730767432588
0.1696403384759621,-0.25551114529617797,-0.12081476263147442,0.13944107914017106,-0.25118165592253294,-0.1285986244010784
0.2179538930008148,-0.27698820545603864,-0.1337488959183778,0.2763429960838052,-0.264267163290978,-0.1168687628146177
0.2638715266101073,-0.29162215223949967,-0.14574174362872863,0.24327767830398395,-0.3160024634431243,-0.16736965301970969
0.30688847649716283,-0.2990514476640375,-0.15670890361106227,0.32661108361607766,-0.3201006717050507,-0.1422201607662416
0.3465318664561947,-0.2990925477740053,-0.16657319220388944,0.4503019063884666,-0.25553631260242066,-0.1828743688122815
0.38236590511014273,-0.29174443717341597,-0.17526518743171182,0.44242660121834,-0.31214820582449354,-0.27717141419060454
0.41399667647284405,-0.2771886541117391,-0.1827237175765632,0.36359236092697383,-0.3707282501630319,-0.20029939177862863
0.44107647018390966,-0.25578480550295607,-0.18889629168665345,0.44199738914338726,-0.17196293988919192,-0.17254992299844532
0.4633076038149686,-0.22806168268126858,-0.1937394689923214,0.4523525773745254,-0.18659140362209412,-0.30429623444271564
0.4804456952294601,-0.19470419738255465,-0.197219164629455,0.4922264231348884,-0.1561609376882063,-0.27114847691844707
0.49230234902362546,-0.1565364607037999,-0.19931088951878723,0.5494900511839719,-0.1396116403290792,-0.2200752852138273
0.49874722751721917,-0.11450142308213107,-0.19999992271286696,0.5303863208225335,-0.0009667801919112651,-0.1909066099599422
0.49970948352798483,-0.0696375782965613,-0.19928141499777818,0.5121205128430016,-0.0926056232735735,-0.24177363347101777
0.4951785391797002,-0.023053307030171902,-0.19716042302048764,0.5366953300069125,-0.06585749832561527,-0.193582111159518
0.4852042021825274,0.02410050615389114,-0.19365187370164394,0.4613213298442716,0.048049497441210745,-0.17696876843729653
0.46989611830741984,0.07065890591315452,-0.1887804591842795,0.5217731155203148,0.045158085970417164,-0.20227420594894804
0.4494225660734183,0.1154716468512428,-0.1825804630577363,0.40048438028430294,0.09325698384743722,-0.16371543840549369
0.4240086068975876,0.15743161082772025,-0.17509551907979992,0.46185803772985523,0.11132334461883897,-0.1316152230745169
0.39393361104259256,0.1955021587904379,-0.1663783040950855,0.4617155039828401,0.21617390395162295,-0.0725385134671822
0.35952818655866003,0.2287427413915222,-0.15649016731082555,0.3208387266034814,0.16651000622595136,-0.24542617975603948
0.3211705449794076,0.2563321356656745,-0.1455006985391086,0.39597276055386676,0.28905041848337737,-0.14827993208463136
0.27928234372267724,0.27758873369860493,-0.13348723844415292,0.29328077503866823,0.2213142813336861,-0.011199639463311595
0.23432405089997976,0.2919873820452554,-0.12053433424135213,0.24078510999874114,0.29745712177550004,-0.08424600304641751
0.18678988348820746,0.2991723558727176,-0.10673314467872252,0.21084034507504312,0.3103665570866742,-0.14625686745098812
0.1372023745072509,0.29896614729603765,-0.09218079848832228,0.16077579236405068,0.39306737211978937,-0.024909796180573388
0.0861066289253302,0.2913738507872601,-0.07697971082266453,0.16576596025730006,0.26581306696570084,-0.12645995183559358
0.03406433143570944,0.2765830373142948,-0.061236862486856794,0.02777498543072703,0.27936928292872953,-0.006527286563309365
-0.018352428023999126,0.25495912031905227,-0.04506304703901112,-0.1029756595097401,0.331436636292083,-0.052963441967960594
-0.07056744313517317,0.22703632802037382,-0.02857209105761506,-0.09191149663254418,0.17643110925736544,-0.11131492465090355
-0.12200672531202181,0.19350450507489472,-0.011880053063393332,-0.08084819611392607,0.1971704034343149,-0.07637809805044603
-0.17210481343636216,0.15519206966654378,0.004895593266586734,-0.23685875203954299,0.13840283470203738,0.08834666953105638
-0.22031098985174488,0.11304554707712575,0.021636785844265788,-0.23329055741992513,0.03788839942122044,0.009349632639968583
-0.2660953342858489,0.06810618536998148,0.03822570505700737,-0.27973151277323244,-0.06673814677709711,0.03551096173111676
-0.3089545491516269,0.02148423090639481,0.05454560294754177,-0.3205012756620608,0.056294549147065734,0.14699340769480904
-0.348417492190927,-0.02566850077081268,0.07048162485191316,-0.29208924071353914,-0.03911293529855421,0.015155329414829652
-0.38405035564140244,-0.07218708103825795,0.08592161771298257,-0.2553823654789094,-0.06922615933753354,0.08661808230862988
-0.4154614349932285,-0.11692224825733075,0.10075691938081353,-0.41666768934872866,-0.10701801021893798,0.0935388987846164
-0.44230543491369423,-0.15876880077986377,0.11488312334507174,-0.47098853525770606,-0.1861117478418834,0.11324545983427182
-0.4642872650055545,-0.19669290143271048,0.12820081351748522,-0.49145850356224274,-0.2323351905665687,0.13352232490208005
-0.4811652836731751,-0.22975761891210933,0.14061626389316828,-0.4939141445442179,-0.1545579694829749,0.00806777347351767
-0.4927539544373394,-0.25714607507663034,0.15204209816680805,-0.4381786118412163,-0.1948418154517489,0.04837258654640057
-0.4989258854984096,-0.27818162627486204,0.16239790466152296,-0.5160602652024271,-0.2967536695746516,0.0920223199256319
-0.49961323012735964,-0.2923445801193683,0.17161080224270536,-0.5385040645069035,-0.34787337239265975,0.2592243244138865
-0.4948084324904759,-0.2992850347118256,0.17961595323411222,-0.44802451283310285,-0.23570727996211766,0.21569955643627398
-0.48456431070903544,-0.29883152312070166,0.18635701972645016,-0.5410168992698969,-0.3250575364346903,0.21082574778784607
-0.4689934762409009,-0.29099524954593925,0.19178656006708913,-0.5300998666854981,-0.25534532803731985,0.1797702901591824
-0.448267095966651,-0.27596981251434965,0.19586636274052566,-0.46700813634413085,-0.24042181410417507,0.21807952831482766
-0.42261301058836837,-0.2541264219443054,0.1985677152898432,-0.44066131887932236,-0.196159931776093,0.14451454890984833
-0.3923132300251286,-0.2260047282442026,0.19987160638657894,-0.3615164496779154,-0.1963496653457834,0.18439428442087943
-0.3577008333377773,-0.19229949001580202,0.19976885962688792,-0.3413941822256714,-0.2548551688350672,0.24597021058723298
-0.3191563072614635,-0.15384340974257207,0.19826019811238726,-0.32840141408361295,-0.17997956076852406,0.25071065940423176
-0.2771033635956651,-0.11158656151481108,0.19535623936117882,-0.3123205481228031,-0.18200962633298906,0.11752478068498363
-0.2320042814302509,-0.06657291903846219,0.19107742058486474,-0.20170378386296892,-0.13059438666327633,0.278817129684083
-0.18435482540949938,-0.019914563813321032,0.18545385485743435,-0.2884512958036855,0.06490825460118088,0.19600472821756526
-0.13467879589652115,0.027235789321229838,0.17852511918826552,-0.13951445149004077,-1.0165019217640847e-05,0.19848192490586908
-0.08352227094697033,0.07371327050473844,0.1703399759907177,-0.08540400606821275,0.12887836460556454,0.1760513584238197
-0.031447603388807394,0.11836963346923093,0.1609560299065411,-0.023932515315713512,0.10018902285853815,0.15810874872048772
0.020972761003059684,0.16010162345972181,0.15043932240127053,0.036362849447662646,0.07459320382689054,0.08303005129598488
0.07316257628175045,0.1978782336199517,0.13886386698372552,0.1103257809828862,0.20642150552634878,0.12966470016609155
0.12454813087788914,0.2307661764625492,0.12631112832059882,0.1254698275311588,0.24814526173063275,0.09932314430513074
0.17456455428918982,0.25795294113991807,0.11286944891198128,0.13564931801907418,0.26774520389480216,0.06395081003122968
0.22266202658207507,0.2787668668760417,0.09863342736270701,0.24307466436779868,0.19363768666414966,0.1500912092289892
